Protein	Locus
ADU75150.1	Clo1313_2109
WP_003511686.1	Clo1313_0707
WP_003514218.1	Clo1313_2765
WP_003520277.1	Clo1313_1709
ADU76000.1	Clo1313_3022
ADU74926.1	Clo1313_1874
ADU73351.1	Clo1313_0258
ADU75478.1	Clo1313_2464
WP_003515833.1	Clo1313_2475
ADU74902.1	Clo1313_1849
WP_003513385.1	Clo1313_3010
ADU75418.1	Clo1313_2401
ADU75265.1	Clo1313_2232
ADU74456.1	Clo1313_1393
WP_003511717.1	Clo1313_0721
ADU75583.1	Clo1313_2582
WP_003518180.1	Clo1313_1946
WP_003515729.1	Clo1313_1123
WP_003518607.1	Clo1313_1280
ADU73676.1	Clo1313_0594
WP_003516105.1	Clo1313_0737
ADU74954.1	Clo1313_1903
ADU75909.1	Clo1313_2929
WP_003516872.1	Clo1313_2814
WP_003514302.1	Clo1313_0315
WP_003514906.1	Clo1313_0551
WP_003516856.1	Clo1313_2841
WP_003513200.1	Clo1313_0068
ADU75747.1	Clo1313_2763
ADU74813.1	Clo1313_1756
WP_003516020.1	Clo1313_2398
WP_003513592.1	Clo1313_2904
ADU75396.1	Clo1313_2379
WP_003511731.1	Clo1313_0728
ADU75065.1	Clo1313_2021
ADU73782.1	Clo1313_0704
ADU74588.1	Clo1313_1526
WP_003518914.1	Clo1313_2535
ADU73303.1	Clo1313_0208
WP_003516824.1	Clo1313_2866
ADU73766.1	Clo1313_0686
ADU73433.1	Clo1313_0342
ADU73282.1	Clo1313_0187
WP_003515708.1	Clo1313_1133
WP_003512028.1	Clo1313_2160
ADU75503.1	Clo1313_2492
ADU73741.1	Clo1313_0661
ADU74056.1	Clo1313_0988
WP_003518476.1	Clo1313_2939
ADU74415.1	Clo1313_1352
WP_003517677.1	Clo1313_1654
WP_003516545.1	Clo1313_1607
WP_003513583.1	Clo1313_2909
ADU73893.1	Clo1313_0824
WP_003515442.1	Clo1313_0222
ADU74820.1	Clo1313_1763
WP_003514320.1	Clo1313_0327
WP_003512020.1	Clo1313_2164
ADU74840.1	Clo1313_1784
ADU74409.1	Clo1313_1346
WP_003514246.1	Clo1313_2789
ADU73298.1	Clo1313_0203
WP_003519219.1	Clo1313_0801
ADU74867.1	Clo1313_1811
ADU74024.1	Clo1313_0956
WP_003513990.1	Clo1313_2645
WP_003512274.1	Clo1313_2038
WP_003518160.1	Clo1313_1980
ADU74551.1	Clo1313_1489
ADU74555.1	Clo1313_1493
ADU74883.1	Clo1313_1827
WP_003517667.1	Clo1313_1657
WP_003512405.1	Clo1313_1967
WP_003515474.1	Clo1313_0171
WP_003514493.1	Clo1313_0405
ADU75600.1	Clo1313_2600
ADU74330.1	Clo1313_1267
WP_003512475.1	Clo1313_1931
WP_003514153.1	Clo1313_2732
WP_003513361.1	Clo1313_3027
ADU74877.1	Clo1313_1821
WP_003512461.1	Clo1313_1938
WP_003513301.1	Clo1313_0011
WP_003520743.1	Clo1313_0845
WP_003517800.1	Clo1313_2246
ADU74781.1	Clo1313_1724
ADU73968.1	Clo1313_0900
ADU74777.1	Clo1313_1720
ADU74006.1	Clo1313_0938
WP_003518543.1	Clo1313_0476
WP_003514728.1	Clo1313_0510
WP_003515312.1	Clo1313_0371
ADU74162.1	Clo1313_1098
WP_003512409.1	Clo1313_1965
ADU74488.1	Clo1313_1426
ADU75761.1	Clo1313_2777
ADU73401.1	Clo1313_0310
WP_003511785.1	Clo1313_0744
WP_003517679.1	Clo1313_1653
WP_003515076.1	Clo1313_2828
WP_003516860.1	Clo1313_2839
WP_003512770.1	Clo1313_0295
ADU74713.1	Clo1313_1656
ADU73393.1	Clo1313_0302
WP_003513844.1	Clo1313_2575
ADU75892.1	Clo1313_2912
WP_003517766.1	Clo1313_2265
ADU75680.1	Clo1313_2693
WP_003513680.1	Clo1313_2851
ADU73442.1	Clo1313_0352
ADU73688.1	Clo1313_0606
ADU73469.1	Clo1313_0379
WP_003519098.1	Clo1313_1878
ADU73930.1	Clo1313_0862
WP_003515543.1	Clo1313_1223
WP_003517189.1	Clo1313_1353
ADU75642.1	Clo1313_2643
WP_003516166.1	Clo1313_1534
WP_003517328.1	Clo1313_2348
ADU74106.1	Clo1313_1038
WP_003515960.1	Clo1313_2421
WP_014522629.1	Clo1313_2142
ADU73382.1	Clo1313_0291
WP_003513095.1	Clo1313_0119
WP_003512115.1	Clo1313_2122
ADU75695.1	Clo1313_2711
WP_003515881.1	Clo1313_2454
WP_003515316.1	Clo1313_0369
ADU74267.1	Clo1313_1203
WP_003511547.1	Clo1313_0624
ADU73715.1	Clo1313_0635
ADU75314.1	Clo1313_2285
WP_003511651.1	Clo1313_0671
WP_003512129.1	Clo1313_2113
ADU75989.1	Clo1313_3011
ADU74761.1	Clo1313_1704
WP_003513438.1	Clo1313_2981
WP_003515590.1	Clo1313_1196
WP_003519324.1	Clo1313_2589
WP_003514649.1	Clo1313_0458
WP_003518858.1	Clo1313_1056
WP_003512109.1	Clo1313_2125
WP_003519299.1	Clo1313_2580
ADU74087.1	Clo1313_1019
ADU74352.1	Clo1313_1289
WP_003521164.1	Clo1313_1835
WP_003517903.1	Clo1313_1775
WP_003516564.1	Clo1313_1598
WP_003511557.1	Clo1313_0633
ADU75334.1	Clo1313_2307
ADU76007.1	Clo1313_3029
ADU73560.1	Clo1313_0471
WP_003521086.1	Clo1313_0637
ADU75297.1	Clo1313_2265
WP_003515894.1	Clo1313_2449
ADU73500.1	Clo1313_0411
WP_003516194.1	Clo1313_1521
ADU75995.1	Clo1313_3017
ADU75192.1	Clo1313_2151
ADU73811.1	Clo1313_0733
WP_003514675.1	Clo1313_0472
ADU73527.1	Clo1313_0438
ADU74529.1	Clo1313_1467
WP_003514775.1	Clo1313_0530
ADU75038.1	Clo1313_1992
WP_003513951.1	Clo1313_2628
WP_003517187.1	Clo1313_1354
ADU74295.1	Clo1313_1231
WP_003515515.1	Clo1313_1237
WP_003517983.1	Clo1313_1735
WP_003513380.1	Clo1313_3013
ADU73990.1	Clo1313_0922
WP_003512912.1	Clo1313_0219
ADU74243.1	Clo1313_1179
WP_003517840.1	Clo1313_2225
ADU75103.1	Clo1313_2062
ADU73805.1	Clo1313_0727
ADU75588.1	Clo1313_2587
ADU73537.1	Clo1313_0448
WP_003511976.1	Clo1313_2185
WP_003512012.1	Clo1313_2172
ADU74626.1	Clo1313_1565
WP_003518526.1	Clo1313_0485
WP_003517836.1	Clo1313_2228
ADU75923.1	Clo1313_2943
ADU75780.1	Clo1313_2798
WP_003516246.1	Clo1313_1498
ADU73789.1	Clo1313_0711
WP_003513436.1	Clo1313_2982
ADU75455.1	Clo1313_2441
WP_003515983.1	Clo1313_2416
ADU73877.1	Clo1313_0805
ADU73148.1	Clo1313_0049
ADU75040.1	Clo1313_1994
WP_003512811.1	Clo1313_0273
ADU74291.1	Clo1313_1227
WP_003518235.1	Clo1313_0865
ADU73781.1	Clo1313_0703
WP_003520193.1	Clo1313_1044
WP_003514206.1	Clo1313_2757
WP_003517282.1	Clo1313_1303
WP_003520369.1	Clo1313_1272
WP_003514110.1	Clo1313_2712
WP_003516078.1	Clo1313_0756
ADU73277.1	Clo1313_0182
ADU75036.1	Clo1313_1989
WP_003513014.1	Clo1313_0159
WP_003518963.1	Clo1313_2196
WP_003516277.1	Clo1313_1478
WP_003513011.1	Clo1313_0162
WP_003516296.1	Clo1313_1467
WP_003519302.1	Clo1313_2578
WP_003516411.1	Clo1313_0077
ADU75098.1	Clo1313_2057
ADU75857.1	Clo1313_2877
ADU73194.1	Clo1313_0097
ADU75542.1	Clo1313_2538
WP_003517961.1	Clo1313_1748
ADU73267.1	Clo1313_0172
WP_003512386.1	Clo1313_1976
WP_003516980.1	Clo1313_0951
ADU75534.1	Clo1313_2530
ADU75469.1	Clo1313_2455
ADU74878.1	Clo1313_1822
WP_003519804.1	Clo1313_2585
ADU73633.1	Clo1313_0549
WP_003518570.1	Clo1313_1297
ADU73984.1	Clo1313_0916
WP_003518528.1	Clo1313_0484
ADU75847.1	Clo1313_2867
WP_003513789.1	Clo1313_2542
ADU74748.1	Clo1313_1691
WP_003514128.1	Clo1313_2720
WP_003513608.1	Clo1313_2897
ADU75863.1	Clo1313_2883
WP_037295002.1	Clo1313_2285
ADU74837.1	Clo1313_1781
WP_003512970.1	Clo1313_0189
WP_003514181.1	Clo1313_2746
ADU75560.1	Clo1313_2556
WP_003515656.1	Clo1313_1162
ADU75815.1	Clo1313_2835
ADU73354.1	Clo1313_0261
ADU73241.1	Clo1313_0145
ADU75161.1	Clo1313_2120
ADU74001.1	Clo1313_0933
ADU73711.1	Clo1313_0631
WP_003519202.1	Clo1313_0807
ADU74180.1	Clo1313_1116
WP_003513117.1	Clo1313_0106
WP_003518662.1	Clo1313_1251
WP_003517585.1	Clo1313_1699
WP_080547380.1	Clo1313_2297
WP_003512420.1	Clo1313_1960
ADU74540.1	Clo1313_1478
ADU74196.1	Clo1313_1132
WP_003519521.1	Clo1313_2658
ADU75208.1	Clo1313_2168
ADU74327.1	Clo1313_1264
ADU73402.1	Clo1313_0311
WP_003512440.1	Clo1313_1947
WP_003517214.1	Clo1313_1340
WP_003516298.1	Clo1313_1466
ADU75917.1	Clo1313_2937
WP_003518866.1	Clo1313_1052
WP_003514830.1	Clo1313_0590
WP_003512093.1	Clo1313_2132
WP_003513376.1	Clo1313_3015
ADU73824.1	Clo1313_0746
ADU75958.1	Clo1313_2980
ADU75649.1	Clo1313_2650
ADU73389.1	Clo1313_0298
WP_003518740.1	Clo1313_1396
WP_003517995.1	Clo1313_1723
ADU75641.1	Clo1313_2642
WP_003519503.1	Clo1313_2567
ADU74493.1	Clo1313_1431
WP_003518135.1	Clo1313_2987
WP_003512755.1	Clo1313_0296
WP_003515023.1	Clo1313_0307
WP_003513413.1	Clo1313_2997
ADU74746.1	Clo1313_1689
ADU75962.1	Clo1313_2984
ADU73852.1	Clo1313_0779
WP_003517747.1	Clo1313_2274
ADU74669.1	Clo1313_1608
WP_003518728.1	Clo1313_1402
WP_003513294.1	Clo1313_0015
ADU75805.1	Clo1313_2825
ADU74335.1	Clo1313_1272
WP_003517464.1	Clo1313_1004
WP_003511564.1	Clo1313_0636
WP_003516639.1	Clo1313_1561
ADU73360.1	Clo1313_0269
ADU73637.1	Clo1313_0553
WP_003519513.1	Clo1313_0771
ADU73567.1	Clo1313_0478
ADU75195.1	Clo1313_2154
WP_003518483.1	Clo1313_2934
WP_003514075.1	Clo1313_2682
ADU75013.1	Clo1313_1966
ADU74329.1	Clo1313_1266
ADU73592.1	Clo1313_0503
WP_003514192.1	Clo1313_2750
ADU73951.1	Clo1313_0883
ADU73870.1	Clo1313_0797
WP_003515854.1	Clo1313_2463
WP_003517087.1	Clo1313_0902
ADU75288.1	Clo1313_2256
WP_003520857.1	Clo1313_0321
ADU73878.1	Clo1313_0807
ADU75728.1	Clo1313_2744
WP_003512672.1	Clo1313_1834
ADU75003.1	Clo1313_1956
ADU74641.1	Clo1313_1580
ADU75234.1	Clo1313_2194
ADU73538.1	Clo1313_0449
WP_003517565.1	Clo1313_1706
ADU75581.1	Clo1313_2580
ADU73965.1	Clo1313_0897
ADU75720.1	Clo1313_2736
WP_003516593.1	Clo1313_1579
WP_003512257.1	Clo1313_2051
WP_003517545.1	Clo1313_0962
WP_003517877.1	Clo1313_2098
WP_003519146.1	Clo1313_1091
ADU75887.1	Clo1313_2907
ADU73577.1	Clo1313_0488
ADU74673.1	Clo1313_1612
WP_003517940.1	Clo1313_1759
WP_003511908.1	Clo1313_2217
WP_003513622.1	Clo1313_2889
ADU74272.1	Clo1313_1208
ADU74395.1	Clo1313_1332
WP_003518268.1	Clo1313_0851
ADU74141.1	Clo1313_1077
ADU73112.1	Clo1313_0012
WP_003512894.1	Clo1313_0232
ADU73971.1	Clo1313_0903
WP_003516279.1	Clo1313_1476
WP_003515279.1	Clo1313_0401
WP_003516692.1	Clo1313_2795
WP_003518895.1	Clo1313_1035
ADU75067.1	Clo1313_2023
ADU75341.1	Clo1313_2318
ADU75702.1	Clo1313_2718
WP_003519621.1	Clo1313_0787
ADU74657.1	Clo1313_1596
WP_003519072.1	Clo1313_1788
WP_003511777.1	Clo1313_0740
ADU75114.1	Clo1313_2073
ADU74734.1	Clo1313_1677
ADU75361.1	Clo1313_2339
WP_003519421.1	Clo1313_0512
ADU73212.1	Clo1313_0115
ADU75077.1	Clo1313_2034
ADU74129.1	Clo1313_1065
WP_011838186.1	Clo1313_2700
WP_003520552.1	Clo1313_0970
ADU73108.1	Clo1313_0008
WP_003519189.1	Clo1313_0811
WP_003518883.1	Clo1313_1041
ADU75369.1	Clo1313_2347
ADU73957.1	Clo1313_0889
WP_003520721.1	Clo1313_3005
ADU75375.1	Clo1313_2353
ADU75126.1	Clo1313_2085
WP_003513421.1	Clo1313_2991
ADU75990.1	Clo1313_3012
WP_003513399.1	Clo1313_3004
ADU74282.1	Clo1313_1218
WP_003513904.1	Clo1313_2602
ADU73153.1	Clo1313_0054
WP_003515616.1	Clo1313_1182
ADU73714.1	Clo1313_0634
WP_003521052.1	Clo1313_0136
ADU74810.1	Clo1313_1753
WP_003517110.1	Clo1313_0891
WP_003512917.1	Clo1313_0216
WP_003516231.1	Clo1313_1505
WP_003517869.1	Clo1313_2118
ADU75269.1	Clo1313_2237
WP_003518457.1	Clo1313_2957
ADU75602.1	Clo1313_2602
WP_003519349.1	Clo1313_0616
WP_003515651.1	Clo1313_1164
WP_003512176.1	Clo1313_2091
ADU73309.1	Clo1313_0215
WP_003516871.1	Clo1313_2815
ADU75275.1	Clo1313_2243
WP_003518649.1	Clo1313_1259
WP_003511612.1	Clo1313_0657
WP_003521881.1	Clo1313_1085
ADU73582.1	Clo1313_0493
WP_003515791.1	Clo1313_2500
ADU74938.1	Clo1313_1886
ADU74512.1	Clo1313_1450
ADU75563.1	Clo1313_2559
ADU74300.1	Clo1313_1236
ADU75422.1	Clo1313_2405
ADU73246.1	Clo1313_0150
ADU73663.1	Clo1313_0581
WP_003513130.1	Clo1313_0100
WP_003517928.1	Clo1313_1765
ADU74906.1	Clo1313_1853
ADU75910.1	Clo1313_2930
WP_003519540.1	Clo1313_2702
ADU73315.1	Clo1313_0221
WP_003513110.1	Clo1313_0110
ADU73604.1	Clo1313_0519
ADU74427.1	Clo1313_1364
ADU75069.1	Clo1313_2026
ADU74685.1	Clo1313_1624
WP_003515803.1	Clo1313_2493
ADU74576.1	Clo1313_1514
ADU74127.1	Clo1313_1059
WP_003516852.1	Clo1313_2843
ADU74696.1	Clo1313_1635
ADU75081.1	Clo1313_2040
ADU74437.1	Clo1313_1374
ADU73222.1	Clo1313_0125
ADU73672.1	Clo1313_0590
WP_003516876.1	Clo1313_2808
ADU75905.1	Clo1313_2925
ADU75128.1	Clo1313_2087
WP_003518655.1	Clo1313_1256
ADU74797.1	Clo1313_1740
WP_003516875.1	Clo1313_2809
WP_003512592.1	Clo1313_1876
WP_003517996.1	Clo1313_1722
ADU73758.1	Clo1313_0678
WP_003517797.1	Clo1313_2247
WP_003517948.1	Clo1313_1755
WP_003516828.1	Clo1313_2864
ADU73307.1	Clo1313_0213
ADU74290.1	Clo1313_1226
WP_003515020.1	Clo1313_0310
WP_003516276.1	Clo1313_1479
ADU74052.1	Clo1313_0984
ADU74411.1	Clo1313_1348
WP_003518761.1	Clo1313_1385
ADU74221.1	Clo1313_1157
ADU73762.1	Clo1313_0682
ADU74076.1	Clo1313_1008
ADU75507.1	Clo1313_2496
WP_003518891.1	Clo1313_1037
ADU74360.1	Clo1313_1297
ADU74897.1	Clo1313_1844
ADU75664.1	Clo1313_2669
ADU75148.1	Clo1313_2107
ADU73725.1	Clo1313_0645
WP_003517230.1	Clo1313_1331
WP_003514910.1	Clo1313_0549
ADU74028.1	Clo1313_0960
WP_003513251.1	Clo1313_0039
WP_003519071.1	Clo1313_1789
ADU75777.1	Clo1313_2795
WP_003517663.1	Clo1313_1659
ADU73739.1	Clo1313_0659
ADU74048.1	Clo1313_0980
ADU74887.1	Clo1313_1831
ADU74235.1	Clo1313_1171
ADU74737.1	Clo1313_1680
ADU75222.1	Clo1313_2182
WP_003514918.1	Clo1313_0543
WP_003514865.1	Clo1313_0570
ADU73887.1	Clo1313_0818
ADU73550.1	Clo1313_0461
WP_003516225.1	Clo1313_1508
WP_003516942.1	Clo1313_0532
WP_003515930.1	Clo1313_2432
ADU74241.1	Clo1313_1177
WP_003518468.1	Clo1313_2946
ADU74166.1	Clo1313_1102
WP_003518453.1	Clo1313_2609
ADU74855.1	Clo1313_1799
WP_003515879.1	Clo1313_2455
WP_003515381.1	Clo1313_0293
WP_003519113.1	Clo1313_1024
WP_003516310.1	Clo1313_1459
ADU74670.1	Clo1313_1609
ADU73817.1	Clo1313_0739
ADU73479.1	Clo1313_0389
ADU75765.1	Clo1313_2781
WP_003516200.1	Clo1313_1518
WP_003512794.1	Clo1313_0284
ADU74733.1	Clo1313_1676
ADU74142.1	Clo1313_1078
WP_003512928.1	Clo1313_0209
ADU75705.1	Clo1313_2721
ADU75912.1	Clo1313_2932
WP_003519094.1	Clo1313_1885
ADU75779.1	Clo1313_2797
ADU73465.1	Clo1313_0375
ADU75684.1	Clo1313_2698
WP_003521788.1	Clo1313_2346
WP_003516587.1	Clo1313_1585
ADU75308.1	Clo1313_2278
ADU75932.1	Clo1313_2953
WP_003516132.1	Clo1313_0718
WP_014522611.1	Clo1313_1065
ADU73934.1	Clo1313_0866
ADU73486.1	Clo1313_0396
WP_003516162.1	Clo1313_1538
ADU73458.1	Clo1313_0368
WP_003511669.1	Clo1313_0688
ADU75046.1	Clo1313_2000
WP_003514745.1	Clo1313_0519
ADU75804.1	Clo1313_2824
WP_014522605.1	Clo1313_0885
ADU73906.1	Clo1313_0837
WP_003511675.1	Clo1313_0696
WP_003517641.1	Clo1313_1670
ADU73718.1	Clo1313_0638
WP_003512989.1	Clo1313_0179
WP_003516178.1	Clo1313_1528
WP_003513352.1	Clo1313_3032
ADU75491.1	Clo1313_2478
ADU73644.1	Clo1313_0562
ADU75330.1	Clo1313_2303
ADU74962.1	Clo1313_1911
ADU74069.1	Clo1313_1001
ADU73332.1	Clo1313_0238
WP_003512627.1	Clo1313_1861
WP_003520929.1	Clo1313_1323
ADU75320.1	Clo1313_2291
WP_003512502.1	Clo1313_1918
WP_014522599.1	Clo1313_0783
ADU74511.1	Clo1313_1449
WP_003512926.1	Clo1313_0210
ADU74970.1	Clo1313_1920
WP_003514196.1	Clo1313_2752
WP_003513929.1	Clo1313_2615
WP_003512146.1	Clo1313_2105
ADU74114.1	Clo1313_1046
ADU73606.1	Clo1313_0521
ADU75920.1	Clo1313_2940
ADU74363.1	Clo1313_1300
ADU74978.1	Clo1313_1928
WP_003513955.1	Clo1313_2632
ADU73679.1	Clo1313_0597
ADU74421.1	Clo1313_1358
WP_003515736.1	Clo1313_1120
ADU75407.1	Clo1313_2390
ADU74923.1	Clo1313_1871
WP_003513783.1	Clo1313_2539
WP_003516023.1	Clo1313_2396
ADU75417.1	Clo1313_2400
ADU73207.1	Clo1313_0110
WP_003519037.1	Clo1313_1799
WP_003515600.1	Clo1313_1191
ADU75632.1	Clo1313_2632
ADU75784.1	Clo1313_2804
ADU73484.1	Clo1313_0394
ADU73690.1	Clo1313_0610
WP_003517298.1	Clo1313_2365
ADU75924.1	Clo1313_2944
WP_003518514.1	Clo1313_0500
ADU73765.1	Clo1313_0685
WP_003518863.1	Clo1313_1054
ADU75465.1	Clo1313_2451
WP_003518173.1	Clo1313_1957
WP_003511748.1	Clo1313_0733
ADU73894.1	Clo1313_0825
WP_003519444.1	Clo1313_1647
ADU73273.1	Clo1313_0178
ADU75383.1	Clo1313_2365
ADU74079.1	Clo1313_1011
ADU74416.1	Clo1313_1353
ADU75937.1	Clo1313_2958
ADU75750.1	Clo1313_2766
ADU73297.1	Clo1313_0202
ADU74823.1	Clo1313_1766
WP_003517067.1	Clo1313_0909
WP_003518903.1	Clo1313_2555
WP_003516429.1	Clo1313_0048
WP_003514599.1	Clo1313_0435
ADU75518.1	Clo1313_2509
ADU75546.1	Clo1313_2542
ADU74857.1	Clo1313_1801
WP_003514245.1	Clo1313_2788
ADU74785.1	Clo1313_1728
ADU75639.1	Clo1313_2640
WP_003512382.1	Clo1313_1978
ADU75393.1	Clo1313_2376
ADU73287.1	Clo1313_0192
WP_003513219.1	Clo1313_0059
WP_003518456.1	Clo1313_2958
ADU73888.1	Clo1313_0819
ADU73310.1	Clo1313_0216
ADU74333.1	Clo1313_1270
WP_003517085.1	Clo1313_0903
WP_003512954.1	Clo1313_0197
WP_003515463.1	Clo1313_0182
ADU75522.1	Clo1313_2516
WP_003520339.1	Clo1313_1778
WP_003515816.1	Clo1313_2485
ADU75867.1	Clo1313_2887
ADU73722.1	Clo1313_0642
ADU73779.1	Clo1313_0701
ADU75236.1	Clo1313_2196
WP_003517142.1	Clo1313_1372
ADU74590.1	Clo1313_1528
WP_003518145.1	Clo1313_2972
ADU74782.1	Clo1313_1725
ADU74862.1	Clo1313_1806
ADU74005.1	Clo1313_0937
WP_003519206.1	Clo1313_0804
WP_003517602.1	Clo1313_1690
WP_014522652.1	Clo1313_2672
ADU75885.1	Clo1313_2905
WP_003512291.1	Clo1313_2028
ADU75813.1	Clo1313_2833
WP_003515456.1	Clo1313_0195
WP_003513364.1	Clo1313_3024
WP_003515075.1	Clo1313_2827
ADU73182.1	Clo1313_0084
WP_003518809.1	Clo1313_0413
ADU75891.1	Clo1313_2911
ADU73462.1	Clo1313_0372
WP_003517769.1	Clo1313_2263
WP_003516839.1	Clo1313_2856
ADU75942.1	Clo1313_2964
WP_003514047.1	Clo1313_2657
WP_003517192.1	Clo1313_1352
WP_003517374.1	Clo1313_2326
WP_003514884.1	Clo1313_0562
WP_003518801.1	Clo1313_0427
WP_003514814.1	Clo1313_0598
ADU74487.1	Clo1313_1425
WP_003516282.1	Clo1313_1473
ADU75645.1	Clo1313_2646
ADU74772.1	Clo1313_1715
WP_003517715.1	Clo1313_2290
ADU74578.1	Clo1313_1516
ADU73808.1	Clo1313_0730
WP_003512490.1	Clo1313_1924
ADU73856.1	Clo1313_0783
ADU73385.1	Clo1313_0294
ADU74704.1	Clo1313_1647
ADU74039.1	Clo1313_0971
ADU73909.1	Clo1313_0840
WP_003518724.1	Clo1313_1406
WP_003513423.1	Clo1313_2989
ADU75992.1	Clo1313_3014
ADU74497.1	Clo1313_1435
WP_003516635.1	Clo1313_1565
ADU74281.1	Clo1313_1217
WP_003516878.1	Clo1313_2806
WP_003517807.1	Clo1313_2243
ADU73832.1	Clo1313_0754
ADU75744.1	Clo1313_2760
ADU73418.1	Clo1313_0327
ADU74750.1	Clo1313_1693
WP_003512915.1	Clo1313_0217
WP_003514304.1	Clo1313_0316
ADU74090.1	Clo1313_1022
ADU74351.1	Clo1313_1288
ADU73860.1	Clo1313_0787
WP_003518359.1	Clo1313_0109
ADU73563.1	Clo1313_0474
WP_003519170.1	Clo1313_1081
ADU75698.1	Clo1313_2714
WP_095522196.1	Clo1313_2516
ADU74403.1	Clo1313_1340
ADU74997.1	Clo1313_1950
WP_003512130.1	Clo1313_2112
WP_003519166.1	Clo1313_1084
ADU73517.1	Clo1313_0428
WP_003513756.1	Clo1313_2525
WP_003514672.1	Clo1313_0470
ADU74258.1	Clo1313_1194
WP_003515575.1	Clo1313_1205
WP_003516137.1	Clo1313_0714
ADU74639.1	Clo1313_1578
ADU75007.1	Clo1313_1960
WP_003516939.1	Clo1313_0535
WP_003512983.1	Clo1313_0183
WP_003512106.1	Clo1313_2126
WP_003516515.1	Clo1313_1621
WP_003517994.1	Clo1313_1724
WP_003521380.1	Clo1313_0761
WP_003513578.1	Clo1313_2912
ADU75141.1	Clo1313_2100
ADU75311.1	Clo1313_2282
ADU74987.1	Clo1313_1939
WP_003517243.1	Clo1313_1324
WP_003521440.1	Clo1313_2504
ADU75292.1	Clo1313_2260
ADU75023.1	Clo1313_1976
WP_003512664.1	Clo1313_1843
ADU74125.1	Clo1313_1057
WP_003512202.1	Clo1313_2073
WP_003514117.1	Clo1313_2715
ADU73640.1	Clo1313_0556
ADU73522.1	Clo1313_0433
ADU73989.1	Clo1313_0921
ADU73975.1	Clo1313_0907
ADU74139.1	Clo1313_1075
WP_003516241.1	Clo1313_1500
ADU74690.1	Clo1313_1629
WP_003517978.1	Clo1313_1739
WP_003515994.1	Clo1313_2410
WP_003512057.1	Clo1313_2146
ADU74653.1	Clo1313_1592
WP_003519284.1	Clo1313_1930
WP_003518730.1	Clo1313_1401
WP_003519419.1	Clo1313_0515
WP_003516249.1	Clo1313_1497
ADU75110.1	Clo1313_2069
WP_003515750.1	Clo1313_1114
WP_003513222.1	Clo1313_0056
ADU75466.1	Clo1313_2452
ADU75365.1	Clo1313_2343
WP_003512034.1	Clo1313_2155
WP_003513013.1	Clo1313_0160
WP_003512197.1	Clo1313_2076
ADU75579.1	Clo1313_2578
WP_003515586.1	Clo1313_1199
WP_003518313.1	Clo1313_0832
ADU75178.1	Clo1313_2137
WP_003512484.1	Clo1313_1927
WP_003517060.1	Clo1313_0913
ADU73147.1	Clo1313_0048
ADU74834.1	Clo1313_1777
ADU74506.1	Clo1313_1444
ADU74286.1	Clo1313_1222
ADU75545.1	Clo1313_2541
ADU74558.1	Clo1313_1496
WP_037295047.1	Clo1313_1212
ADU73792.1	Clo1313_0714
ADU75848.1	Clo1313_2868
ADU74894.1	Clo1313_1841
WP_003513114.1	Clo1313_0108
WP_003515480.1	Clo1313_0167
ADU74294.1	Clo1313_1230
ADU74806.1	Clo1313_1749
ADU73157.1	Clo1313_0058
ADU74597.1	Clo1313_1535
WP_003516991.1	Clo1313_0946
ADU73365.1	Clo1313_0274
ADU75840.1	Clo1313_2860
WP_003517114.1	Clo1313_0889
ADU73173.1	Clo1313_0075
WP_003518492.1	Clo1313_2917
WP_003514219.1	Clo1313_2766
ADU74457.1	Clo1313_1394
ADU75860.1	Clo1313_2880
WP_003512181.1	Clo1313_2085
ADU73379.1	Clo1313_0288
ADU75567.1	Clo1313_2563
WP_003518716.1	Clo1313_1410
WP_003516749.1	Clo1313_2747
WP_003513619.1	Clo1313_2891
WP_003519417.1	Clo1313_0517
ADU73242.1	Clo1313_0146
WP_003515675.1	Clo1313_1153
WP_003518869.1	Clo1313_1050
ADU75251.1	Clo1313_2214
WP_003516418.1	Clo1313_0057
ADU75969.1	Clo1313_2991
WP_003517955.1	Clo1313_1751
ADU74423.1	Clo1313_1360
ADU74572.1	Clo1313_1510
WP_003518671.1	Clo1313_1840
WP_003518422.1	Clo1313_2640
WP_003517314.1	Clo1313_2355
ADU75577.1	Clo1313_2576
ADU74324.1	Clo1313_1261
ADU73667.1	Clo1313_0585
ADU74191.1	Clo1313_1127
ADU75914.1	Clo1313_2934
WP_003515317.1	Clo1313_0368
ADU73993.1	Clo1313_0925
ADU74991.1	Clo1313_1944
ADU75104.1	Clo1313_2063
ADU75145.1	Clo1313_2104
WP_003513126.1	Clo1313_0102
WP_003518679.1	Clo1313_1825
WP_003513988.1	Clo1313_2643
WP_003518779.1	Clo1313_1376
ADU75085.1	Clo1313_2044
ADU73628.1	Clo1313_0544
ADU73359.1	Clo1313_0268
ADU74199.1	Clo1313_1135
ADU75618.1	Clo1313_2618
ADU74185.1	Clo1313_1121
ADU74316.1	Clo1313_1253
WP_003517752.1	Clo1313_2271
ADU73895.1	Clo1313_0826
WP_003513404.1	Clo1313_3001
WP_003516281.1	Clo1313_1474
ADU73423.1	Clo1313_0332
WP_003515387.1	Clo1313_0286
WP_003517992.1	Clo1313_1726
ADU73552.1	Clo1313_0463
ADU75646.1	Clo1313_2647
WP_003514503.1	Clo1313_0409
ADU73612.1	Clo1313_0527
ADU73345.1	Clo1313_0251
